

-- Schedd: bird-htc-sched13.desy.de : <131.169.223.41:9618?... @ 05/11/21 21:15:27
 ID      OWNER          HELD_SINCE  HOLD_REASON

Total for query: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for anstein: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for all users: 4117 jobs; 0 completed, 2 removed, 2898 idle, 925 running, 292 held, 0 suspended



-- Schedd: bird-htc-sched14.desy.de : <131.169.223.42:9618?... @ 05/11/21 21:15:27
 ID           OWNER          HELD_SINCE  HOLD_REASON
20343691.2450 anstein         5/11 20:53 Memory usage too high (> 3 x requested-memory)
20343691.8506 anstein         5/11 21:09 Error from slot2_42@batch1052.desy.de: STARTER at 131.169.160.152 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8506.out: (errno 2) No such file or directory
20343691.8507 anstein         5/11 21:09 Error from slot2_1@bird836.desy.de: STARTER at 131.169.164.36 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8507.out: (errno 2) No such file or directory
20343691.8510 anstein         5/11 21:09 Error from slot2_1@bird690.desy.de: STARTER at 131.169.163.129 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8510.out: (errno 2) No such file or directory
20343691.8512 anstein         5/11 21:09 Error from slot2_10@bird063.desy.de: STARTER at 131.169.77.125 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8512.out: (errno 2) No such file or directory
20343691.8514 anstein         5/11 21:04 Error from slot2_11@bird581.desy.de: STARTER at 131.169.77.63 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8514.out: (errno 27) File too large
20343691.8515 anstein         5/11 21:09 Error from slot2_16@batch1255.desy.de: STARTER at 131.169.161.25 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8515.out: (errno 2) No such file or directory
20343691.8518 anstein         5/11 21:09 Error from slot2_35@batch1054.desy.de: STARTER at 131.169.160.154 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8518.out: (errno 2) No such file or directory
20343691.8521 anstein         5/11 21:09 Error from slot2_4@bird838.desy.de: STARTER at 131.169.164.38 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8521.out: (errno 2) No such file or directory
20343691.8524 anstein         5/11 21:09 Error from slot2_9@batch1068.desy.de: STARTER at 131.169.160.168 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8524.out: (errno 2) No such file or directory
20343691.8528 anstein         5/11 21:09 Error from slot2_28@batch1058.desy.de: STARTER at 131.169.160.158 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8528.out: (errno 2) No such file or directory
20343691.8533 anstein         5/11 21:09 Error from slot2_5@batch1075.desy.de: STARTER at 131.169.160.114 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8533.out: (errno 2) No such file or directory
20343691.8534 anstein         5/11 21:09 Error from slot2_4@bird826.desy.de: STARTER at 131.169.164.26 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8534.out: (errno 2) No such file or directory
20343691.8535 anstein         5/11 21:09 Error from slot2_5@batch1176.desy.de: STARTER at 131.169.160.174 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8535.out: (errno 2) No such file or directory
20343691.8536 anstein         5/11 21:09 Error from slot2_36@batch1060.desy.de: STARTER at 131.169.160.160 failed to send file(s) to <131.169.223.42:9618>; SHADOW at 131.169.223.42 failed to write to file /afs/desy.de/user/a/anstein/private/aisafety/SF/VHcc-cTagSF/Analyzer/condorDESY/condor/log-20343691.8536.out: (errno 2) No such file or directory
20343691.8822 anstein         5/11 21:14 Memory usage too high (> 3 x requested-memory)

Total for query: 449 jobs; 0 completed, 0 removed, 0 idle, 0 running, 449 held, 0 suspended 
Total for anstein: 944 jobs; 0 completed, 0 removed, 53 idle, 442 running, 449 held, 0 suspended 
Total for all users: 16089 jobs; 4022 completed, 1318 removed, 4792 idle, 2138 running, 3819 held, 0 suspended



-- Schedd: bird-htc-sched11.desy.de : <131.169.223.39:9618?... @ 05/11/21 21:15:27
 ID           OWNER          HELD_SINCE  HOLD_REASON

Total for query: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for anstein: 0 jobs; 0 completed, 0 removed, 0 idle, 0 running, 0 held, 0 suspended 
Total for all users: 122125 jobs; 0 completed, 0 removed, 118009 idle, 3151 running, 965 held, 0 suspended

